ROUND_NO	CHOICE1	CHOICE2	PAYOFF1	PAYOFF2	CUM1	CUM2	TOTAL1	TOTAL2
1	1	0	1	0	1.00	0.00	25.00	25.00
2	0	1	0	1	1.00	1.00	25.00	25.00
3	1	0	1	0	2.00	1.00	25.00	25.00
4	0	1	0	1	2.00	2.00	25.00	25.00
5	1	0	1	0	3.00	2.00	25.00	25.00
6	0	1	0	1	3.00	3.00	25.00	25.00
7	1	0	1	0	4.00	3.00	25.00	25.00
8	0	1	0	1	4.00	4.00	25.00	25.00
9	1	0	1	0	5.00	4.00	25.00	25.00
10	0	1	0	1	5.00	5.00	25.00	25.00
11	1	0	1	0	6.00	5.00	25.00	25.00
12	0	1	0	1	6.00	6.00	25.00	25.00
13	1	0	1	0	7.00	6.00	25.00	25.00
14	0	1	0	1	7.00	7.00	25.00	25.00
15	1	0	1	0	8.00	7.00	25.00	25.00
16	0	1	0	1	8.00	8.00	25.00	25.00
17	1	0	1	0	9.00	8.00	25.00	25.00
18	0	1	0	1	9.00	9.00	25.00	25.00
19	1	0	1	0	10.00	9.00	25.00	25.00
20	0	1	0	1	10.00	10.00	25.00	25.00
21	1	0	1	0	11.00	10.00	25.00	25.00
22	0	1	0	1	11.00	11.00	25.00	25.00
23	1	0	1	0	12.00	11.00	25.00	25.00
24	0	1	0	1	12.00	12.00	25.00	25.00
25	1	0	1	0	13.00	12.00	25.00	25.00
26	0	1	0	1	13.00	13.00	25.00	25.00
27	1	0	1	0	14.00	13.00	25.00	25.00
28	0	1	0	1	14.00	14.00	25.00	25.00
29	1	0	1	0	15.00	14.00	25.00	25.00
30	0	1	0	1	15.00	15.00	25.00	25.00
31	1	0	1	0	16.00	15.00	25.00	25.00
32	0	1	0	1	16.00	16.00	25.00	25.00
33	1	0	1	0	17.00	16.00	25.00	25.00
34	0	1	0	1	17.00	17.00	25.00	25.00
35	1	0	1	0	18.00	17.00	25.00	25.00
36	0	1	0	1	18.00	18.00	25.00	25.00
37	1	0	1	0	19.00	18.00	25.00	25.00
38	0	1	0	1	19.00	19.00	25.00	25.00
39	1	0	1	0	20.00	19.00	25.00	25.00
40	0	1	0	1	20.00	20.00	25.00	25.00
41	1	0	1	0	21.00	20.00	25.00	25.00
42	0	1	0	1	21.00	21.00	25.00	25.00
43	1	0	1	0	22.00	21.00	25.00	25.00
44	0	1	0	1	22.00	22.00	25.00	25.00
45	1	0	1	0	23.00	22.00	25.00	25.00
46	0	1	0	1	23.00	23.00	25.00	25.00
47	1	0	1	0	24.00	23.00	25.00	25.00
48	0	1	0	1	24.00	24.00	25.00	25.00
49	1	0	1	0	25.00	24.00	25.00	25.00
50	0	1	0	1	25.00	25.00	25.00	25.00
